"HostOrder","Year","Discovered","Virus","VRichness","VirusCumulative","yearx","mean","sd","q0.025","median","q0.975","smin","smax","cv","var","model"
"Cetartiodactyla",1930,0,"NA",272,0,1,0.44210513939814,0.0897551437063642,0.289046981897799,0.433833623659397,0.643567392110918,0.209994057005227,0.847820262078271,0.203017643786164,0.00805598582175009,"1930"
"Cetartiodactyla",1931,1,"rift valley",272,1,2,0.458616535618449,0.0917417332971662,0.301807103010171,0.450761815437681,0.663918165803075,0.220367628665825,0.872004922328501,0.200040177734655,0.00841654562836837,"1930"
"Cetartiodactyla",1932,0,"NA",272,1,3,0.475749003189491,0.0937555209205385,0.315130526687093,0.467910683798634,0.684893623130992,0.231253648109624,0.89687946676478,0.197069295557085,0.00879009770308153,"1930"
"Cetartiodactyla",1933,0,"NA",272,1,4,0.493526068114676,0.095795957590991,0.329047201968621,0.486014323297451,0.7065063928619,0.242677429928269,0.922463574811387,0.194105162381679,0.00917686549077494,"1930"
"Cetartiodactyla",1934,1,"foot-and-mouth disease",272,2,5,0.511972153730005,0.0978624303833441,0.343871561157848,0.504811277257519,0.728801184211459,0.254665539237991,0.948777487261815,0.191147955353355,0.00957705528053488,"1930"
"Cetartiodactyla",1935,0,"NA",272,2,6,0.531112615163482,0.0999542599910816,0.359181872442472,0.523817446995483,0.751799519359919,0.267245853454714,0.975842022292207,0.188197864515635,0.00999085409036473,"1930"
"Cetartiodactyla",1936,0,"NA",272,2,7,0.550973775126715,0.102070698374905,0.374914515020586,0.543426091798623,0.775523599651746,0.280447627120819,1.0036785919316,0.185255093768175,0.0104184274667408,"1930"
"Cetartiodactyla",1937,0,"NA",272,2,8,0.57158296109053,0.104210926534558,0.39176477323277,0.563877768347657,0.799996327027664,0.294301559934309,1.03230921900201,0.182319861907242,0.010859917209191,"1930"
"Cetartiodactyla",1938,0,"NA",272,2,9,0.592968543898484,0.106374052442372,0.409856508101187,0.585023349306252,0.825241326133039,0.308839868138566,1.06175655454167,0.179392403757227,0.0113154390330124,"1930"
"Cetartiodactyla",1939,0,"NA",272,2,10,0.615159977874254,0.108559109183147,0.428274918919543,0.607527682510738,0.851282967123903,0.324096359438724,1.0920438957254,0.176472971402145,0.0117850801866385,"1930"
"Cetartiodactyla",1940,0,"NA",272,2,11,0.638187842481078,0.110765053352055,0.446898037085362,0.630522810770376,0.878511942704758,0.340106511618854,1.12319520429606,0.173561835527037,0.0122688970440837,"1930"
"Cetartiodactyla",1941,0,"NA",272,2,12,0.662083885593703,0.112990763770305,0.466262714750901,0.65468669824884,0.906874678152896,0.356907555042794,1.15523512552182,0.170659286880218,0.0127669126973969,"1930"
"Cetartiodactyla",1942,0,"NA",272,2,13,0.686881068445668,0.115235040587595,0.486454157483897,0.679515093078188,0.936153122884052,0.374538559230465,1.18818900769419,0.167765637868515,0.0132791145792246,"1930"
"Cetartiodactyla",1943,0,"NA",272,2,14,0.712613612317211,0.117496604850933,0.507705518549435,0.705052327661278,0.965726613187814,0.393040523711002,1.22208292218227,0.164881224298913,0.0138054521514962,"1930"
"Cetartiodactyla",1944,0,"NA",272,2,15,0.739317047031649,0.119774098631543,0.530248770956455,0.731377824488814,0.997626512329742,0.412456473363965,1.25694368405901,0.16200640728147,0.0143458347029986,"1930"
"Cetartiodactyla",1945,0,"NA",272,2,16,0.767028261330749,0.122066085815419,0.55391015411565,0.758608844515206,1.02988436731728,0.43283155847036,1.2927988733159,0.159141575309939,0.0149001293062971,"1930"
"Cetartiodactyla",1946,0,"NA",272,2,17,0.795785555202361,0.124371053678955,0.577536960693504,0.787347725416856,1.06318529344715,0.454213159706098,1.32967685668278,0.156287146538276,0.0154681589932134,"1930"
"Cetartiodactyla",1947,0,"NA",272,2,18,0.825628694236479,0.126687415389226,0.602512432522276,0.817002897087441,1.09753384887321,0.476650998322077,1.36760681007011,0.153443571273141,0.0160497012180022,"1930"
"Cetartiodactyla",1948,0,"NA",272,2,19,0.856598966088873,0.129013513589194,0.629143781952338,0.847390989481152,1.13294867561866,0.500197251767081,1.40661874165142,0.150611334704563,0.0166444866886291,"1930"
"Cetartiodactyla",1949,0,"NA",272,2,20,0.888739239134537,0.131347625251834,0.656966017116887,0.879811215359164,1.16955411934976,0.524906675022383,1.44674351560416,0.147790959899264,0.0172521986592963,"1930"
"Cetartiodactyla",1950,0,"NA",272,2,21,0.922094023396455,0.133687968014198,0.686169110517649,0.914175234288886,1.20734874709942,0.550836727930191,1.48801287652783,0.144983011083587,0.0178724727917652,"1930"
"Cetartiodactyla",1951,0,"NA",272,2,22,0.956709533838517,0.13603270823329,0.717125115705983,0.949071769298762,1.24632647143113,0.57804770881205,1.53045947455862,0.142188097245669,0.0185048977092834,"1930"
"Cetartiodactyla",1952,1,"california encephalitis",272,3,23,0.992633756114927,0.138379971040796,0.748118870297146,0.984954781003891,1.28660646252306,0.606602894687892,1.57411689120046,0.139406876089326,0.0191490163852514,"1930"
"Cetartiodactyla",1953,0,"NA",272,3,24,1.02991651487206,0.140727852713684,0.781114847010214,1.02202785785548,1.32816365202979,0.636568688421828,1.61901966589296,0.136640058375183,0.0198043285294043,"1930"
"Cetartiodactyla",1954,0,"NA",272,3,25,1.06860954470252,0.143074435723154,0.815295578119583,1.06092911414369,1.37110069205376,0.668014773136847,1.66520332333714,0.133888412687708,0.0204702941574989,"1930"
"Cetartiodactyla",1955,1,"suid herpesvirus 2",272,4,26,1.10876656385503,0.145417806875873,0.851292460997796,1.1004534441984,1.41571738340147,0.701014274257494,1.71270440160076,0.131152770670028,0.0211463385565888,"1930"
"Cetartiodactyla",1956,0,"NA",272,4,27,1.15044335080798,0.147756079019632,0.888870372547512,1.14265810808956,1.46310533461192,0.735643929557364,1.76156048102525,0.128434032771679,0.0218318588872558,"1930"
"Cetartiodactyla",1957,0,"NA",272,4,28,1.19369782381843,0.150087416851052,0.928107059660739,1.18547760995892,1.5124565681937,0.771984267606823,1.81181021395732,0.125733174557485,0.0225262326970214,"1930"
"Cetartiodactyla",1958,0,"NA",272,4,29,1.23859012356319,0.152410067436434,0.967534437930874,1.23043674356742,1.55880571486552,0.810119795035937,1.86349335532863,0.123051253628585,0.0232288286559783,"1930"
"Cetartiodactyla",1959,1,"mumps",272,5,30,1.28518269899275,0.154722396138726,1.00769516042281,1.27745001721192,1.60962746229599,0.850139193048068,1.91665079410782,0.120389417208922,0.023939019866909,"1930"
"Cetartiodactyla",1960,4,"alcelaphine herpesvirus 1, bovine adenovirus a, bovine herpesvirus 3, epizootic hemorrhagic disease",272,9,31,1.33354039652388,0.157022928734272,1.05168898237523,1.32572392465232,1.66223205235094,0.892135523641117,1.97132458564968,0.117748910451894,0.0246562001482884,"1930"
"Cetartiodactyla",1961,1,"bovine parvovirus",272,10,32,1.38373055270155,0.159310400602553,1.09749603319273,1.37485329193296,1.71752039411277,0.936206446015963,2.02755798496712,0.115131085522048,0.0253798037401461,"1930"
"Cetartiodactyla",1962,1,"pseudocowpox",272,11,33,1.43582309046607,0.16158381398021,1.14443257565445,1.42658657937154,1.77399935306469,0.982454443675338,2.08539548095226,0.112537411505034,0.026109328940391,"1930"
"Cetartiodactyla",1963,0,"NA",272,11,34,1.48989061916648,0.163842504386224,1.19371967885385,1.48055528987662,1.83267037517241,1.03025247236629,2.14488283157368,0.109969485194749,0.0268443662435497,"1930"
"Cetartiodactyla",1964,2,"great island, rinderpest",272,13,35,1.54600853846708,0.166086217446452,1.24658892897131,1.53666037738992,1.89328180925107,1.07687507076379,2.20606710007772,0.107429042798905,0.0275846316256703,"1930"
"Cetartiodactyla",1965,1,"thogoto",272,14,36,1.60425514629965,0.168315197469565,1.29999720238886,1.59618417067797,1.95590671481871,1.12560750800142,2.26899669222241,0.104917972591703,0.0283300056992188,"1930"
"Cetartiodactyla",1966,5,"bovine adenovirus d, bovine alphaherpesvirus 2, porcine adenovirus a, porcine adenovirus b, west nile",272,19,37,1.66471175101967,0.170530289248095,1.3559606069045,1.65588387639599,2.0206077587334,1.17654526181066,2.33372139457356,0.102438328523627,0.029080579551039,"1930"
"Cetartiodactyla",1967,2,"bunyamwera, venezuelan equine encephalitis",272,21,38,1.72746278793168,0.172733054670669,1.41368371489971,1.71891278586045,2.08745363337217,1.22978813063086,2.40029241389327,0.0999923447714236,0.0298367081758602,"1930"
"Cetartiodactyla",1968,0,"NA",272,21,39,1.7925959403548,0.174925905824485,1.4735471382871,1.78426777118296,2.15647782719791,1.2854404291366,2.46876241765199,0.0975824511740572,0.0305990725285166,"1930"
"Cetartiodactyla",1969,2,"everglades, vesicular stomatitis indiana",272,23,40,1.86020226540661,0.177112256326887,1.53642974478276,1.85099691064627,2.22782022264454,1.34361119261354,2.53918557569623,0.0952112894498454,0.0313687513412011,"1930"
"Cetartiodactyla",1970,7,"cardiovirus a, corriparta, kadam, koongol, new jersey vesiculovirus, ovine herpesvirus 2, upolu",272,30,41,1.93037632469047,0.179296692632796,1.60244102271378,1.92134399432093,2.30403671010915,1.4044143905828,2.61161760310492,0.0928817300230543,0.0321473039890594,"1930"
"Cetartiodactyla",1971,6,"bluetongue, bovine parainfluenza virus 3, bovine viral diarrhea virus 1, porcine enterovirus a, porcine type-c oncovirus, st. louis encephalitis",272,36,42,2.00321632007858,0.181485166996403,1.67045003161928,1.99469208797533,2.37877825912343,1.46796915009278,2.6861158042682,0.090596889201304,0.0329368658397124,"1930"
"Cetartiodactyla",1972,1,"patois",272,37,43,2.07882423479093,0.183685213589734,1.73971494943867,2.06981947018008,2.45626422787155,1.53439998911567,2.76273911822363,0.0883601463344531,0.0337402576915062,"1930"
"Cetartiodactyla",1973,8,"alcelaphine herpesvirus 2, dhori, kotonkan, ngaingan, nodamura, transmissible gastroenteritis, uukuniemi, wongorr",272,45,44,2.15730597997787,0.185906188958957,1.81380704162707,2.14852457705606,2.53750099861655,1.60383706050591,2.84154816528565,0.0861751604475062,0.0345611110932436,"1930"
"Cetartiodactyla",1974,5,"anopheles b, bovine alphaherpesvirus 1, dugbe, influenza a, ungulate bocaparvovirus 1",272,50,45,2.23877154702256,0.188159537485659,1.8917205641505,2.22993862656603,2.62520492751546,1.67641640699876,2.92260529500515,0.0840458856714974,0.0354040115468172,"1930"
"Cetartiodactyla",1975,4,"akabane, bovine adenovirus b, bovine ephemeral fever, orf",272,54,46,2.32333516578779,0.190459081762323,1.97334086797986,2.31541317661418,2.71420518966779,1.75228022774841,3.00597463549715,0.0819765845956811,0.0362746618257473,"1930"
"Cetartiodactyla",1976,2,"louping ill, orungo",272,56,47,2.41111546904082,0.192821336733094,2.05732521259609,2.40211947415545,2.80275822269849,1.83157715692787,3.09172214417559,0.0799718384328567,0.0371800678995373,"1930"
"Cetartiodactyla",1977,3,"bovine herpesvirus 2, ovine adenovirus a, ovine astrovirus",272,59,48,2.50223566329897,0.195265845038655,2.14437802313236,2.49282211167976,2.8990452087734,1.91446255493653,3.17991565993529,0.078036552632782,0.0381287502386599,"1930"
