"HostOrder","Year","Discovered","Virus","VRichness","VirusCumulative","yearx","mean","sd","q0.025","median","q0.975","smin","smax","cv","var","model"
"Cetartiodactyla",1930,0,"NA",256,0,1,0.407056971539049,0.0900219441357507,0.260100392396135,0.397326753546455,0.609666979505674,0.196717255673577,0.860554217744689,0.221153181077787,0.00810395042598022,"1930"
"Cetartiodactyla",1931,1,"Rift Valley fever phlebovirus",256,1,2,0.422734086805964,0.0920209887742102,0.272190694199694,0.412892403329337,0.629184509343365,0.20656632319856,0.883175731108257,0.217680550602129,0.00846786237498331,"1930"
"Cetartiodactyla",1932,0,"NA",256,1,3,0.439020491757154,0.0940457743560734,0.28444611720851,0.429199122504924,0.649326884392033,0.216908505223231,0.906391899470088,0.214217277147271,0.00884460767423348,"1930"
"Cetartiodactyla",1933,0,"NA",256,1,4,0.455940077538026,0.0960955583182247,0.297902653925221,0.446004124307337,0.670721845876974,0.227768490573127,0.930218354612251,0.210763569715387,0.00923435632849132,"1930"
"Cetartiodactyla",1934,1,"Foot-and-mouth disease virus",256,2,5,0.473517680265378,0.0981695222565483,0.31198468299213,0.46386201889444,0.69196826953363,0.239172204172307,0.954671139231732,0.207319655311562,0.00963725510007894,"1930"
"Cetartiodactyla",1935,0,"NA",256,2,6,0.491779118722568,0.100266769368361,0.326391093690209,0.482022904111774,0.713786379441231,0.251146868931258,0.97976671774222,0.203885780325142,0.0100534250395682,"1930"
"Cetartiodactyla",1936,0,"NA",256,2,7,0.510751233570875,0.102386322082465,0.341461336684869,0.500778321281907,0.736673185825666,0.263721070733343,1.00552198735983,0.200462212037432,0.0104829589495742,"1930"
"Cetartiodactyla",1937,0,"NA",256,2,8,0.530461928138558,0.104527119931167,0.357215830098364,0.520576735297158,0.760234461640736,0.276924826674934,1.03195428948024,0.197049240268689,0.0109259188011045,"1930"
"Cetartiodactyla",1938,0,"NA",256,2,9,0.550940210851588,0.106688017727608,0.373572978343912,0.541738199588333,0.784491782155797,0.290789656722133,1.05908142135492,0.193647179178846,0.0113823331266465,"1930"
"Cetartiodactyla",1939,0,"NA",256,2,10,0.572216239372683,0.108867784122052,0.390476464054875,0.562857434329127,0.808659640269133,0.305348658955141,1.08692164807425,0.19025636923797,0.0118521944196457,"1930"
"Cetartiodactyla",1940,0,"NA",256,2,11,0.594321366517981,0.111065100622691,0.408791092704747,0.584876875512011,0.835424146228856,0.320636588579893,1.11549371486569,0.18687717938428,0.0123354565763285,"1930"
"Cetartiodactyla",1941,0,"NA",256,2,12,0.617288188023513,0.113278561180232,0.427641680769468,0.608248168877517,0.862431023433541,0.336689940895583,1.14481685971523,0.183510009389516,0.0128320324230636,"1930"
"Cetartiodactyla",1942,0,"NA",256,2,13,0.641150592236622,0.115506672451244,0.447172165112243,0.632264789534037,0.890995826556773,0.353547038416125,1.17491082632057,0.180155292453688,0.0133417913807589,"1930"
"Cetartiodactyla",1943,0,"NA",256,2,14,0.665943811810511,0.117747854873417,0.467565222294626,0.657038637973691,0.921218703577532,0.371248122353551,1.20579587738483,0.176813498053679,0.0138645573272913,"1930"
"Cetartiodactyla",1944,0,"NA",256,2,15,0.691704477483348,0.120000444706719,0.489447945306456,0.682609996206908,0.951753804257359,0.389835448681703,1.23749280825978,0.173485135072886,0.0144001067298103,"1930"
"Cetartiodactyla",1945,0,"NA",256,2,16,0.718470674026652,0.122262697218422,0.51200719641775,0.708767503673656,0.982194656561646,0.409353389009566,1.27002296094758,0.170170755242109,0.0149481671311236,"1930"
